Cedar Creek Ecosystem Science Reserve Dataset: ple244
Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
_________________________________________________________________________
USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.
A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.
B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.
C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.
_________________________________________________________________________
The purpose of this experiment is to determine the influences of natural enemies, including plant pathogenic fungi and insect pests, influence plant community composition, productivity, and diversity over time. The experiment is being conducted in a subset of plots within the Big Biodiversity field, including monoculture, 2-species, 4-species, 8-species, 16-species, and 32-species plots. There are 5 different treatments: foliar fungicide, soil drench fungicide, foliar insecticide, the combination of all pesticides, and nontreated control. The pesticides are applied repeatedly throughout the growing season. Within the plots, community productivity, species composition, percent cover, and pest damage are being quantified over time.
_________________________________________________________________________
METHODS AND PROTOCOLS FOLLOW DATA
Experiment Investigators:
Kinkel, Linda 
Borer, Elizabeth 
Seabloom, Eric 
 
ATTRIBUTES:
Field 1 | Name: Year | Definition: Year 
Field 2 | Name: Date | Definition: Date 
Field 3 | Name: Plot | Definition: Plot Identifier 
Field 4 | Name: Treatment | Definition: Treatment Type 
Field 5 | Name: Species | Definition: Species 
Field 6 | Name: Mass g/m^2 | Definition: Mass g/m^2 | Unit: gramsPerMeterSquared 
Data:
Year	Date	Plot	Treatment	Species	Mass g/m^2)
2013	8/20/2013	127	AllPesticides	Sorghastrum nutans	66.7
2013	8/20/2013	128	SoilDrenchFungicide	Andropogon gerardi	121.8
2013	8/20/2013	128	SoilDrenchFungicide	Lespedeza capitata	65.8
2013	8/20/2013	128	SoilDrenchFungicide	Lupinus perennis	5.5
2013	8/20/2013	128	SoilDrenchFungicide	Poa pratensis	38.8
2013	8/20/2013	128	SoilDrenchFungicide	Schizachyrium scoparium	12.7
2013	8/20/2013	128	SoilDrenchFungicide	Sorghastrum nutans	56.7
2013	8/20/2013	129	FoliarFungicide	Andropogon gerardi	123
2013	8/20/2013	129	FoliarFungicide	Lespedeza capitata	0.3
2013	8/20/2013	129	FoliarFungicide	Lupinus perennis	12.7
2013	8/20/2013	129	FoliarFungicide	Petalostemum candidum	0.4
2013	8/20/2013	129	FoliarFungicide	Poa pratensis	48.7
2013	8/20/2013	129	FoliarFungicide	Schizachyrium scoparium	20.6
2013	8/20/2013	129	FoliarFungicide	Solidago nemoralis	2.5
2013	8/20/2013	129	FoliarFungicide	Solidago rigida	42.2
2013	8/20/2013	129	FoliarFungicide	Sorghastrum nutans	69.7
2013	8/20/2013	130	Insecticide	Amorpha canescens	11.3
2013	8/20/2013	130	Insecticide	Andropogon gerardi	51.5
2013	8/20/2013	130	Insecticide	Bouteloua gracilis	0.3
2013	8/20/2013	130	Insecticide	Coreopsis palmata	11.8
2013	8/20/2013	130	Insecticide	Koeleria cristata	0.13
2013	8/20/2013	130	Insecticide	Lespedeza capitata	1.1
2013	8/20/2013	130	Insecticide	Lupinus perennis	12.5
2013	8/20/2013	130	Insecticide	Petalostemum purpureum	35.4
2013	8/20/2013	130	Insecticide	Poa pratensis	27.4
2013	8/20/2013	130	Insecticide	Schizachyrium scoparium	10.6
2013	8/20/2013	130	Insecticide	Solidago nemoralis	0.9
2013	8/20/2013	130	Insecticide	Sorghastrum nutans	228.8
2013	8/20/2013	131	AllPesticides	Aristida basiramea	22
2013	8/20/2013	131	AllPesticides	Cyperus sp.	1.9
2013	8/20/2013	131	AllPesticides	Digitaria sp.	0.7
2013	8/20/2013	131	AllPesticides	Koeleria cristata	62.6
2013	8/20/2013	131	AllPesticides	Leptoloma cognatum	0.3
2013	8/20/2013	131	AllPesticides	Schizachyrium scoparium	4.7
2013	8/20/2013	131	AllPesticides	Trifolium repens	1.1
2013	8/20/2013	132	Control	Aristida basiramea	22.2
2013	8/20/2013	132	Control	Cyperus sp.	1.3
2013	8/20/2013	132	Control	Digitaria sp.	2.8
2013	8/20/2013	132	Control	Euphorbia glyptosperma	0.13
2013	8/20/2013	132	Control	Koeleria cristata	26.8
2013	8/20/2013	132	Control	Mollugo verticillata	1.1
2013	8/20/2013	132	Control	Oxalis sp.	0.6
2013	8/20/2013	133	Insecticide	Aristida basiramea	36.5
2013	8/20/2013	133	Insecticide	Digitaria sp.	1.8
2013	8/20/2013	133	Insecticide	Erigeron strigosus	0.21
2013	8/20/2013	133	Insecticide	Koeleria cristata	38.2
2013	8/20/2013	134	FoliarFungicide	Aristida basiramea	43.4
2013	8/20/2013	134	FoliarFungicide	Digitaria sp.	0.27
2013	8/20/2013	134	FoliarFungicide	Koeleria cristata	57.6
2013	8/20/2013	134	FoliarFungicide	Poa pratensis	1.3
2013	8/20/2013	135	SoilDrenchFungicide	Aristida basiramea	44.6
2013	8/20/2013	135	SoilDrenchFungicide	Artemisia ludoviciana	0.5
2013	8/20/2013	135	SoilDrenchFungicide	Digitaria sp.	8.9
2013	8/20/2013	135	SoilDrenchFungicide	Koeleria cristata	62.6
2013	8/20/2013	136	AllPesticides	Achillea millefolium(lanulosa)	70.7
2013	8/20/2013	136	AllPesticides	Andropogon gerardi	309.3
2013	8/20/2013	136	AllPesticides	Lespedeza capitata	2.6
2013	8/20/2013	136	AllPesticides	Liatris aspera	49.7
2013	8/20/2013	136	AllPesticides	Lupinus perennis	52.5
2013	8/20/2013	136	AllPesticides	Panicum virgatum	9
2013	8/20/2013	136	AllPesticides	Poa pratensis	127.8
2013	8/20/2013	137	Insecticide	Achillea millefolium(lanulosa)	12.6
2013	8/20/2013	137	Insecticide	Andropogon gerardi	522.2
2013	8/20/2013	137	Insecticide	Cyperus sp.	1.4
2013	8/20/2013	137	Insecticide	Lupinus perennis	19.9
2013	8/20/2013	137	Insecticide	Panicum virgatum	8.9
2013	8/20/2013	137	Insecticide	Poa pratensis	66.6
2013	8/20/2013	137	Insecticide	Schizachyrium scoparium	1.9
2013	8/20/2013	137	Insecticide	Solidago rigida	22.6
2013	8/20/2013	137	Insecticide	Sorghastrum nutans	34.6
2013	8/20/2013	138	Control	Achillea millefolium(lanulosa)	0.9
2013	8/20/2013	138	Control	Andropogon gerardi	401.9
2013	8/20/2013	138	Control	Lupinus perennis	27.1
2013	8/20/2013	138	Control	Monarda fistulosa	9.7
2013	8/20/2013	138	Control	Panicum virgatum	7.8
2013	8/20/2013	138	Control	Petalostemum purpureum	66.3
2013	8/20/2013	138	Control	Poa pratensis	98.4
2013	8/20/2013	138	Control	Schizachyrium scoparium	20.3
2013	8/20/2013	138	Control	Solidago rigida	3
2013	8/20/2013	139	SoilDrenchFungicide	Achillea millefolium(lanulosa)	4.7
2013	8/20/2013	139	SoilDrenchFungicide	Andropogon gerardi	574.2
2013	8/20/2013	139	SoilDrenchFungicide	Lupinus perennis	27.8
2013	8/20/2013	139	SoilDrenchFungicide	Miscellaneous litter	0.16
2013	8/20/2013	139	SoilDrenchFungicide	Panicum oligosanthes	0.01
2013	8/20/2013	139	SoilDrenchFungicide	Panicum virgatum	19.1
2013	8/20/2013	139	SoilDrenchFungicide	Poa pratensis	134.4
2013	8/20/2013	139	SoilDrenchFungicide	Polygonum convolvulus	0.01
2013	8/20/2013	139	SoilDrenchFungicide	Solidago rigida	136.2
2013	8/20/2013	140	FoliarFungicide	Andropogon gerardi	541.4
2013	8/20/2013	140	FoliarFungicide	Lupinus perennis	47.8
2013	8/20/2013	140	FoliarFungicide	Monarda fistulosa	120.2
2013	8/20/2013	140	FoliarFungicide	Panicum virgatum	31
2013	8/20/2013	140	FoliarFungicide	Poa pratensis	80.4
2013	8/20/2013	140	FoliarFungicide	Polygonum convolvulus	0.06
2013	8/20/2013	140	FoliarFungicide	Schizachyrium scoparium	4
2013	8/20/2013	140	FoliarFungicide	Solidago rigida	2.5
2013	8/20/2013	140	FoliarFungicide	Sorghastrum nutans	11.4
2013	8/20/2013	141	FoliarFungicide	Koeleria cristata	15.4
2013	8/20/2013	141	FoliarFungicide	Schizachyrium scoparium	15.5
2013	8/20/2013	142	Control	Agrostis scabra	1.1
2013	8/20/2013	142	Control	Bouteloua gracilis	2.5
2013	8/20/2013	142	Control	Cyperus sp.	2.3
2013	8/20/2013	142	Control	Schizachyrium scoparium	1.7
2013	8/20/2013	143	SoilDrenchFungicide	Agrostis scabra	0.3
2013	8/20/2013	143	SoilDrenchFungicide	Aristida basiramea	0.11
2013	8/20/2013	143	SoilDrenchFungicide	Bouteloua gracilis	0.08
2013	8/20/2013	143	SoilDrenchFungicide	Cyperus sp.	0.8
2013	8/20/2013	143	SoilDrenchFungicide	Digitaria sp.	0.27
2013	8/20/2013	143	SoilDrenchFungicide	Mollugo verticillata	0.3
2013	8/20/2013	143	SoilDrenchFungicide	Schizachyrium scoparium	36
2013	8/20/2013	144	Insecticide	Crepis tectorum	0.2
2013	8/20/2013	144	Insecticide	Cyperus sp.	0.1
2013	8/20/2013	144	Insecticide	Koeleria cristata	77.3
2013	8/20/2013	144	Insecticide	Mollugo verticillata	0.04
2013	8/20/2013	144	Insecticide	Schizachyrium scoparium	45.6
2013	8/20/2013	144	Insecticide	Silene antirrhina	0.04
2013	8/20/2013	145	AllPesticides	Andropogon gerardi	0.49
2013	8/20/2013	145	AllPesticides	Crepis tectorum	0.39
2013	8/20/2013	145	AllPesticides	Cyperus sp.	0.37
2013	8/20/2013	145	AllPesticides	Koeleria cristata	1.5
2013	8/20/2013	145	AllPesticides	Petalostemum purpureum	9
2013	8/20/2013	145	AllPesticides	Schizachyrium scoparium	99.4
2013	8/20/2013	146	Insecticide	Andropogon gerardi	35.1
2013	8/20/2013	146	Insecticide	Cyperus sp.	1.5
2013	8/20/2013	146	Insecticide	Koeleria cristata	1.6
2013	8/20/2013	146	Insecticide	Miscellaneous litter	0.3
2013	8/20/2013	146	Insecticide	Sorghastrum nutans	125
2013	8/20/2013	146	Insecticide	Sporobolus cryptandrus	0.9
2013	8/20/2013	147	AllPesticides	Aristida basiramea	0.5
2013	8/20/2013	147	AllPesticides	Bouteloua curtipendula	1.8
2013	8/20/2013	147	AllPesticides	Bouteloua gracilis	1.7
2013	8/20/2013	147	AllPesticides	Carex sp.	0.12
2013	8/20/2013	147	AllPesticides	Poa pratensis	0.8
2013	8/20/2013	147	AllPesticides	Solidago rigida	0.13
2013	8/20/2013	147	AllPesticides	Sorghastrum nutans	81.5
2013	8/20/2013	148	Control	Aristida basiramea	0.9
2013	8/20/2013	148	Control	Crepis tectorum	0.08
2013	8/20/2013	148	Control	Cyperus sp.	0.9
2013	8/20/2013	148	Control	Lepidium densiflorum	0.03
2013	8/20/2013	148	Control	Miscellaneous litter	0.1
2013	8/20/2013	148	Control	Sorghastrum nutans	81.2
2013	8/20/2013	149	FoliarFungicide	Aristida basiramea	1.1
2013	8/20/2013	149	FoliarFungicide	Cyperus sp.	0.7
2013	8/20/2013	149	FoliarFungicide	Koeleria cristata	0.4
2013	8/20/2013	149	FoliarFungicide	Lupinus perennis	0.2
2013	8/20/2013	149	FoliarFungicide	Physalis virginiana	0.1
2013	8/20/2013	149	FoliarFungicide	Schizachyrium scoparium	0.1
2013	8/20/2013	149	FoliarFungicide	Sorghastrum nutans	78.6
2013	8/20/2013	150	SoilDrenchFungicide	Aristida basiramea	0.6
2013	8/20/2013	150	SoilDrenchFungicide	Euphorbia glyptosperma	0.2
2013	8/20/2013	150	SoilDrenchFungicide	Lespedeza capitata	1.9
2013	8/20/2013	150	SoilDrenchFungicide	Mollugo verticillata	0.04
2013	8/20/2013	150	SoilDrenchFungicide	Sorghastrum nutans	27.6
2013	8/20/2013	151	AllPesticides	Bouteloua gracilis	0.6
2013	8/20/2013	151	AllPesticides	Cyperus sp.	5
2013	8/20/2013	151	AllPesticides	Koeleria cristata	1.4
2013	8/20/2013	151	AllPesticides	Lespedeza capitata	27.7
2013	8/20/2013	151	AllPesticides	Miscellaneous litter	0.6
2013	8/20/2013	151	AllPesticides	Poa pratensis	8
2013	8/20/2013	151	AllPesticides	Schizachyrium scoparium	30.9
2013	8/20/2013	151	AllPesticides	Sorghastrum nutans	54.4
2013	8/20/2013	151	AllPesticides	Sporobolus cryptandrus	8
2013	8/20/2013	152	FoliarFungicide	Cyperus sp.	0.9
2013	8/20/2013	152	FoliarFungicide	Lespedeza capitata	106.5
2013	8/20/2013	152	FoliarFungicide	Miscellaneous litter	2.7
2013	8/20/2013	152	FoliarFungicide	Physalis virginiana	0.4
2013	8/20/2013	152	FoliarFungicide	Poa pratensis	26.1
2013	8/20/2013	152	FoliarFungicide	Schizachyrium scoparium	76
2013	8/20/2013	152	FoliarFungicide	Sorghastrum nutans	6.8
2013	8/20/2013	153	SoilDrenchFungicide	Koeleria cristata	11.5
2013	8/20/2013	153	SoilDrenchFungicide	Lespedeza capitata	106.2
2013	8/20/2013	153	SoilDrenchFungicide	Miscellaneous litter	0.9
2013	8/20/2013	153	SoilDrenchFungicide	Panicum oligosanthes	1
2013	8/20/2013	153	SoilDrenchFungicide	Poa pratensis	2.7
2013	8/20/2013	153	SoilDrenchFungicide	Schizachyrium scoparium	107.5
2013	8/20/2013	153	SoilDrenchFungicide	Sorghastrum nutans	2.4
2013	8/20/2013	153	SoilDrenchFungicide	Taraxicum officinalis	0.3
2013	8/20/2013	154	Control	Aristida basiramea	0.9
2013	8/20/2013	154	Control	Bouteloua gracilis	0.7
2013	8/20/2013	154	Control	Cyperus sp.	1.4
2013	8/20/2013	154	Control	Lespedeza capitata	54.8
2013	8/20/2013	154	Control	Poa pratensis	1.7
2013	8/20/2013	154	Control	Schizachyrium scoparium	109.6
2013	8/20/2013	154	Control	Sorghastrum nutans	46.8
2013	8/20/2013	155	Insecticide	Achillea millefolium(lanulosa)	0.6
2013	8/20/2013	155	Insecticide	Aristida basiramea	0.3
2013	8/20/2013	155	Insecticide	Euphorbia glyptosperma	12.1
2013	8/20/2013	155	Insecticide	Koeleria cristata	7
2013	8/20/2013	155	Insecticide	Lespedeza capitata	60
2013	8/20/2013	155	Insecticide	Miscellaneous litter	12
2013	8/20/2013	155	Insecticide	Schizachyrium scoparium	9
2013	8/20/2013	155	Insecticide	Solidago nemoralis	12.4
2013	8/20/2013	155	Insecticide	Sorghastrum nutans	53.3
2013	8/20/2013	156	AllPesticides	Aristida basiramea	1.2
2013	8/20/2013	156	AllPesticides	Cyperus sp.	2.3
2013	8/20/2013	156	AllPesticides	Monarda fistulosa	69.3
2013	8/20/2013	156	AllPesticides	Petalostemum candidum	1.1
2013	8/20/2013	156	AllPesticides	Poa pratensis	5.3
2013	8/20/2013	156	AllPesticides	Solidago rigida	330.5
2013	8/20/2013	157	FoliarFungicide	Agropyron repens	0.8
2013	8/20/2013	157	FoliarFungicide	Andropogon gerardi	0.4
2013	8/20/2013	157	FoliarFungicide	Aristida basiramea	1.1
2013	8/20/2013	157	FoliarFungicide	Cyperus sp.	0.2
2013	8/20/2013	157	FoliarFungicide	Monarda fistulosa	132.2
2013	8/20/2013	157	FoliarFungicide	Panicum oligosanthes	0.06
2013	8/20/2013	157	FoliarFungicide	Petalostemum candidum	0.6
2013	8/20/2013	157	FoliarFungicide	Petalostemum purpureum	2.4
2013	8/20/2013	157	FoliarFungicide	Poa pratensis	10.4
2013	8/20/2013	157	FoliarFungicide	Schizachyrium scoparium	12.6
2013	8/20/2013	157	FoliarFungicide	Solidago rigida	370.4
2013	8/20/2013	158	Control	Agropyron repens	0.8
2013	8/20/2013	158	Control	Aristida basiramea	6.8
2013	8/20/2013	158	Control	Cyperus sp.	1.1
2013	8/20/2013	158	Control	Digitaria sp.	0.08
2013	8/20/2013	158	Control	Miscellaneous litter	0.06
2013	8/20/2013	158	Control	Monarda fistulosa	64.2
2013	8/20/2013	158	Control	Panicum oligosanthes	0.9
2013	8/20/2013	158	Control	Petalostemum candidum	6.8
2013	8/20/2013	158	Control	Poa pratensis	2
2013	8/20/2013	159	Insecticide	Andropogon gerardi	2.8
2013	8/20/2013	159	Insecticide	Aristida basiramea	3.1
2013	8/20/2013	159	Insecticide	Cyperus sp.	0.1
2013	8/20/2013	159	Insecticide	Monarda fistulosa	23.6
2013	8/20/2013	159	Insecticide	Panicum perlongum	0.1
2013	8/20/2013	159	Insecticide	Poa pratensis	4.1
2013	8/20/2013	159	Insecticide	Rumex acetosella	1
2013	8/20/2013	159	Insecticide	Schizachyrium scoparium	0.1
2013	8/20/2013	159	Insecticide	Solidago rigida	223.1
2013	8/20/2013	160	SoilDrenchFungicide	Aristida basiramea	7.2
2013	8/20/2013	160	SoilDrenchFungicide	Bouteloua gracilis	9.9
2013	8/20/2013	160	SoilDrenchFungicide	Cyperus sp.	0.7
2013	8/20/2013	160	SoilDrenchFungicide	Lespedeza capitata	8.7
2013	8/20/2013	160	SoilDrenchFungicide	Monarda fistulosa	83.2
2013	8/20/2013	160	SoilDrenchFungicide	Poa pratensis	3.1
2013	8/20/2013	160	SoilDrenchFungicide	Schizachyrium scoparium	4.2
2013	8/20/2013	160	SoilDrenchFungicide	Solidago rigida	0.2
2013	8/20/2013	161	AllPesticides	Agropyron repens	12.6
2013	8/20/2013	161	AllPesticides	Aristida basiramea	3.2
2013	8/20/2013	161	AllPesticides	Bouteloua gracilis	0.7
2013	8/20/2013	161	AllPesticides	Cyperus sp.	4.2
2013	8/20/2013	161	AllPesticides	Euphorbia glyptosperma	0.09
2013	8/20/2013	161	AllPesticides	Petalostemum purpureum	193.4
2013	8/20/2013	161	AllPesticides	Poa pratensis	20.8
2013	8/20/2013	162	Insecticide	Agropyron repens	19.2
2013	8/20/2013	162	Insecticide	Agrostis scabra	0.7
2013	8/20/2013	162	Insecticide	Aristida basiramea	9
2013	8/20/2013	162	Insecticide	Cyperus sp.	13.7
2013	8/20/2013	162	Insecticide	Euphorbia glyptosperma	0.08
2013	8/20/2013	162	Insecticide	Lupinus perennis	1
2013	8/20/2013	162	Insecticide	Petalostemum purpureum	84.4
2013	8/20/2013	162	Insecticide	Poa pratensis	22.4
2013	8/20/2013	162	Insecticide	Sporobolus cryptandrus	5
2013	8/20/2013	163	FoliarFungicide	Agropyron repens	11.8
2013	8/20/2013	163	FoliarFungicide	Agrostis scabra	7.4
2013	8/20/2013	163	FoliarFungicide	Aristida basiramea	14.7
2013	8/20/2013	163	FoliarFungicide	Bouteloua gracilis	33.7
2013	8/20/2013	163	FoliarFungicide	Cyperus sp.	16.3
2013	8/20/2013	163	FoliarFungicide	Petalostemum purpureum	66.7
2013	8/20/2013	163	FoliarFungicide	Poa pratensis	1.8
2013	8/20/2013	164	SoilDrenchFungicide	Agropyron repens	14.9
2013	8/20/2013	164	SoilDrenchFungicide	Agrostis scabra	2.2
2013	8/20/2013	164	SoilDrenchFungicide	Aristida basiramea	6.2
2013	8/20/2013	164	SoilDrenchFungicide	Cyperus sp.	12.2
2013	8/20/2013	164	SoilDrenchFungicide	Digitaria sp.	1.1
2013	8/20/2013	164	SoilDrenchFungicide	Mollugo verticillata	0.6
2013	8/20/2013	164	SoilDrenchFungicide	Petalostemum purpureum	212.2
2013	8/20/2013	164	SoilDrenchFungicide	Poa pratensis	14.9
2013	8/20/2013	164	SoilDrenchFungicide	Silene antirrhina	0.9
2013	8/20/2013	164	SoilDrenchFungicide	Sporobolus cryptandrus	2.8
2013	8/20/2013	165	Control	Agropyron repens	4.6
2013	8/20/2013	165	Control	Aristida basiramea	8.6
2013	8/20/2013	165	Control	Bouteloua gracilis	41.1
2013	8/20/2013	165	Control	Cyperus sp.	3.1
2013	8/20/2013	165	Control	Petalostemum candidum	8.5
2013	8/20/2013	165	Control	Petalostemum purpureum	189.5
2013	8/20/2013	165	Control	Poa pratensis	23.8
2013	8/20/2013	165	Control	Silene antirrhina	0.2
2013	8/20/2013	165	Control	Sporobolus cryptandrus	1.5
2013	8/20/2013	166	AllPesticides	Andropogon gerardi	135.4
2013	8/20/2013	166	AllPesticides	Bouteloua gracilis	5.8
2013	8/20/2013	166	AllPesticides	Coreopsis palmata	25.3
2013	8/20/2013	166	AllPesticides	Cyperus sp.	0.2
2013	8/20/2013	166	AllPesticides	Equisetum arvense	1.1
2013	8/20/2013	166	AllPesticides	Lespedeza capitata	25.7
2013	8/20/2013	166	AllPesticides	Lupinus perennis	14.4
2013	8/20/2013	166	AllPesticides	Oxybaphus hirsutus	43.6
2013	8/20/2013	166	AllPesticides	Panicum virgatum	17.5
2013	8/20/2013	166	AllPesticides	Schizachyrium scoparium	10.3
2013	8/20/2013	166	AllPesticides	Solidago rigida	67.9
2013	8/20/2013	166	AllPesticides	Sorghastrum nutans	200.3
2013	8/20/2013	167	Control	Andropogon gerardi	438
2013	8/20/2013	167	Control	Lespedeza capitata	13.6
2013	8/20/2013	167	Control	Lupinus perennis	49.2
2013	8/20/2013	167	Control	Oxybaphus hirsutus	0.02
2013	8/20/2013	167	Control	Poa pratensis	31.3
2013	8/20/2013	167	Control	Schizachyrium scoparium	9.6
2013	8/20/2013	167	Control	Solidago nemoralis	0.7
2013	8/20/2013	167	Control	Sorghastrum nutans	4
2013	8/20/2013	168	FoliarFungicide	Achillea millefolium(lanulosa)	4.3
2013	8/20/2013	168	FoliarFungicide	Cyperus sp.	0.2
2013	8/20/2013	168	FoliarFungicide	Lespedeza capitata	1.2
2013	8/20/2013	168	FoliarFungicide	Lupinus perennis	90.6
2013	8/20/2013	168	FoliarFungicide	Oxybaphus hirsutus	0.19
2013	8/20/2013	168	FoliarFungicide	Panicum oligosanthes	0.05
2013	8/20/2013	168	FoliarFungicide	Poa pratensis	74.3
2013	8/20/2013	168	FoliarFungicide	Schizachyrium scoparium	4.1
2013	8/20/2013	168	FoliarFungicide	Solidago rigida	4.6
2013	8/20/2013	168	FoliarFungicide	Sorghastrum nutans	167.7
2013	8/20/2013	169	SoilDrenchFungicide	Andropogon gerardi	0.6
2013	8/20/2013	169	SoilDrenchFungicide	Coreopsis palmata	0.04
2013	8/20/2013	169	SoilDrenchFungicide	Cyperus sp.	0.11
2013	8/20/2013	169	SoilDrenchFungicide	Lespedeza capitata	41.5
2013	8/20/2013	169	SoilDrenchFungicide	Lupinus perennis	3.3
2013	8/20/2013	169	SoilDrenchFungicide	Panicum oligosanthes	0.16
2013	8/20/2013	169	SoilDrenchFungicide	Panicum virgatum	96.2
2013	8/20/2013	169	SoilDrenchFungicide	Poa pratensis	71.4
2013	8/20/2013	169	SoilDrenchFungicide	Schizachyrium scoparium	1.2
2013	8/20/2013	169	SoilDrenchFungicide	Sorghastrum nutans	19.5
2013	8/20/2013	170	Insecticide	Achillea millefolium(lanulosa)	1.8
2013	8/20/2013	170	Insecticide	Andropogon gerardi	223.8
2013	8/20/2013	170	Insecticide	Lupinus perennis	126.3
2013	8/20/2013	170	Insecticide	Panicum virgatum	59.1
2013	8/20/2013	170	Insecticide	Poa pratensis	38
2013	8/20/2013	170	Insecticide	Schizachyrium scoparium	10.6
2013	8/20/2013	170	Insecticide	Sorghastrum nutans	109.6
2013	8/20/2013	171	Insecticide	Achillea millefolium(lanulosa)	2
2013	8/20/2013	171	Insecticide	Amorpha canescens	20.6
2013	8/20/2013	171	Insecticide	Andropogon gerardi	237
2013	8/20/2013	171	Insecticide	Lespedeza capitata	0.05
2013	8/20/2013	171	Insecticide	Lupinus perennis	148.4
2013	8/20/2013	171	Insecticide	Miscellaneous litter	0.11
2013	8/20/2013	171	Insecticide	Panicum virgatum	9.1
2013	8/20/2013	171	Insecticide	Poa pratensis	106.9
2013	8/20/2013	171	Insecticide	Schizachyrium scoparium	7.1
2013	8/20/2013	171	Insecticide	Sorghastrum nutans	111.7
2013	8/20/2013	172	Control	Andropogon gerardi	166.8
2013	8/20/2013	172	Control	Lupinus perennis	71.3
2013	8/20/2013	172	Control	Panicum perlongum	0.16
2013	8/20/2013	172	Control	Poa pratensis	66.9
2013	8/20/2013	172	Control	Sorghastrum nutans	66.5
2013	8/20/2013	172	Control	Taraxicum officinalis	0.04
2013	8/20/2013	173	AllPesticides	Amorpha canescens	0.8
2013	8/20/2013	173	AllPesticides	Andropogon gerardi	115.3
2013	8/20/2013	173	AllPesticides	Equisetum laevigatum	10.1
2013	8/20/2013	173	AllPesticides	Lupinus perennis	172.4
2013	8/20/2013	173	AllPesticides	Panicum oligosanthes	0.16
2013	8/20/2013	173	AllPesticides	Poa pratensis	61.8
2013	8/20/2013	173	AllPesticides	Schizachyrium scoparium	9.1
2013	8/20/2013	173	AllPesticides	Sorghastrum nutans	149
2013	8/20/2013	174	SoilDrenchFungicide	Andropogon gerardi	135.8
2013	8/20/2013	174	SoilDrenchFungicide	Lespedeza capitata	0.4
2013	8/20/2013	174	SoilDrenchFungicide	Lupinus perennis	59.7
2013	8/20/2013	174	SoilDrenchFungicide	Miscellaneous litter	1
2013	8/20/2013	174	SoilDrenchFungicide	Monarda fistulosa	36.6
2013	8/20/2013	174	SoilDrenchFungicide	Panicum oligosanthes	0.2
2013	8/20/2013	174	SoilDrenchFungicide	Panicum virgatum	13.8
2013	8/20/2013	174	SoilDrenchFungicide	Poa pratensis	82.4
2013	8/20/2013	174	SoilDrenchFungicide	Schizachyrium scoparium	3.2
2013	8/20/2013	174	SoilDrenchFungicide	Sorghastrum nutans	6.1
2013	8/20/2013	175	FoliarFungicide	Andropogon gerardi	20.5
2013	8/20/2013	175	FoliarFungicide	Koeleria cristata	5.7
2013	8/20/2013	175	FoliarFungicide	Lupinus perennis	82.2
2013	8/20/2013	175	FoliarFungicide	Panicum virgatum	23.8
2013	8/20/2013	175	FoliarFungicide	Poa pratensis	66.3
2013	8/20/2013	175	FoliarFungicide	Schizachyrium scoparium	9.8
2013	8/20/2013	175	FoliarFungicide	Sorghastrum nutans	93
2013	8/20/2013	176	Control	Achillea millefolium(lanulosa)	7.7
2013	8/20/2013	176	Control	Andropogon gerardi	102.7
2013	8/20/2013	176	Control	Cyperus sp.	0.4
2013	8/20/2013	176	Control	Koeleria cristata	4.1
2013	8/20/2013	176	Control	Lespedeza capitata	3.8
2013	8/20/2013	176	Control	Liatris aspera	2.5
2013	8/20/2013	176	Control	Lupinus perennis	19.4
2013	8/20/2013	176	Control	Physalis virginiana	0.9
2013	8/20/2013	176	Control	Poa pratensis	33.8
2013	8/20/2013	176	Control	Schizachyrium scoparium	23.4
2013	8/20/2013	176	Control	Solidago nemoralis	28.8
2013	8/20/2013	176	Control	Solidago rigida	32.9
2013	8/20/2013	176	Control	Sorghastrum nutans	4
2013	8/20/2013	177	FoliarFungicide	Andropogon gerardi	121.2
2013	8/20/2013	177	FoliarFungicide	Koeleria cristata	1.1
2013	8/20/2013	177	FoliarFungicide	Lespedeza capitata	1
2013	8/20/2013	177	FoliarFungicide	Liatris aspera	219
2013	8/20/2013	177	FoliarFungicide	Lupinus perennis	86
2013	8/20/2013	177	FoliarFungicide	Oenothera biennis	0.5
2013	8/20/2013	177	FoliarFungicide	Physalis virginiana	4.5
2013	8/20/2013	177	FoliarFungicide	Poa pratensis	46.3
2013	8/20/2013	177	FoliarFungicide	Rumex acetosella	0.09
2013	8/20/2013	177	FoliarFungicide	Schizachyrium scoparium	24.7
2013	8/20/2013	177	FoliarFungicide	Solidago rigida	0.2
