"","Plot","Year","Subplot","Treatment","invsimpson_biomass"
"1082",38,2024,"East","Fenced",1.48802057378147
"1083",38,2024,"West","Fenced",2.41056195805239
"1084",39,2024,"East","FoliarFungicide",2.82473814171679
"1085",39,2024,"West","FoliarFungicide",2.34810396783801
"1086",40,2024,"East","Insecticide",1.71875991357098
"1087",40,2024,"West","Insecticide",2.40695627177414
"1088",41,2024,"East","AllPesticides",4.06961699339314
"1089",41,2024,"West","AllPesticides",2.29776618995968
"1090",42,2024,"East","SoilDrenchFungicide",3.59070286462596
"1091",42,2024,"West","SoilDrenchFungicide",1.93394382810254
"1092",43,2024,"East","Fenced",5.01762200943721
"1093",43,2024,"West","Fenced",2.14301112309891
"1094",44,2024,"East","AllPesticides",4.59740567995495
"1095",44,2024,"West","AllPesticides",2.90957048596784
"1096",45,2024,"East","Insecticide",5.45570618810537
"1097",45,2024,"West","Insecticide",3.75805980805192
"1098",46,2024,"East","SoilDrenchFungicide",2.32403147822274
"1099",46,2024,"West","SoilDrenchFungicide",2.4066865955139
"1100",47,2024,"East","Control",2.89185099984474
"1101",47,2024,"West","Control",4.16561267645779
"1102",48,2024,"East","FoliarFungicide",6.32111722810909
"1103",48,2024,"West","FoliarFungicide",1.62228528764349
