"","Year","Date","BigBioPlot","PlantSpNum","Plot","Treatment","Species","Mass.g.m.2.","Planted"
"16085",2021,NA,249,32,115,"Insecticide","Schizachyrium scoparium",29.2,"planted"
"16086",2018,"8/1/2018",249,32,115,"Insecticide","Agropyron smithii",0,"planted"
"16087",2024,NA,249,32,115,"Insecticide","Vicia villosa",0,"planted"
"16088",2016,"8/1/2016",249,32,115,"Insecticide","Elymus canadensis",0,"planted"
"16089",2018,"8/1/2018",249,32,115,"Insecticide","Amorpha canescens",0,"planted"
"16090",2024,NA,249,32,115,"Insecticide","Sorghastrum nutans",1.41,"planted"
"16091",2018,"8/1/2018",249,32,115,"Insecticide","Panicum virgatum",0,"planted"
"16092",2016,"8/1/2016",249,32,115,"Insecticide","Petalostemum purpureum",0,"planted"
"16093",2024,NA,249,32,115,"Insecticide","Petalostemum villosum",0,"planted"
"16094",2022,NA,249,32,115,"Insecticide","Real weeds",3.15,"weed"
"16095",2023,NA,249,32,115,"Insecticide","Petalostemum candidum",0.97,"planted"
"16096",2023,NA,249,32,115,"Insecticide","Quercus ellipsoidalis",0,"planted"
"16097",2023,NA,249,32,115,"Insecticide","Quercus macrocarpa",0,"planted"
"16098",2018,"8/1/2018",249,32,115,"Insecticide","Liatris aspera",0,"planted"
"16099",2016,"8/1/2016",249,32,115,"Insecticide","Panicum virgatum",0,"planted"
"16100",2023,NA,249,32,115,"Insecticide","Petalostemum villosum",0,"planted"
"16101",2024,NA,249,32,115,"Insecticide","Stipa spartea",0,"planted"
"16102",2016,"8/1/2016",249,32,115,"Insecticide","Coreopsis palmata",0,"planted"
"16103",2016,"8/1/2016",249,32,115,"Insecticide","Calamagrostis canadensis",0,"planted"
"16104",2018,"8/1/2018",249,32,115,"Insecticide","Bouteloua gracilis",1.8,"planted"
"16105",2018,"8/1/2018",249,32,115,"Insecticide","Buchloe dactyloides",0,"planted"
"16106",2024,NA,249,32,115,"Insecticide","Bouteloua gracilis",0.77,"planted"
"16107",2023,NA,249,32,115,"Insecticide","Lespedeza capitata",0,"planted"
"16108",2010,"8/26/2010",249,32,115,"Insecticide","Solidago rigida",0.2,"planted"
"16109",2010,"8/26/2010",249,32,115,"Insecticide","Sporobolus cryptandrus",8,"planted"
"16110",2013,"8/20/2013",249,32,115,"Insecticide","Koeleria cristata",3.8,"planted"
"16111",2014,"8/15/2014",249,32,115,"Insecticide","Andropogon gerardi",288.2,"planted"
"16112",2023,NA,249,32,115,"Insecticide","Zizia aurea",0,"planted"
"16113",2013,"8/20/2013",249,32,115,"Insecticide","Petalostemum candidum",30.7,"planted"
"16114",2016,"8/1/2016",249,32,115,"Insecticide","Lupinus perennis",4.62,"planted"
"16115",2009,"8/17/2009",249,32,115,"Insecticide","Lespedeza capitata",3.4,"planted"
"16116",2013,"8/20/2013",249,32,115,"Insecticide","Solidago rigida",0.6,"planted"
"16117",2016,"8/1/2016",249,32,115,"Insecticide","Buchloe dactyloides",0,"planted"
"16118",2012,"8/28/2012",249,32,115,"Insecticide","Poa pratensis",22.1,"planted"
"16119",2018,"8/1/2018",249,32,115,"Insecticide","Miscellaneous litter",0,"weed"
"16120",2010,"8/26/2010",249,32,115,"Insecticide","Solidago nemoralis",0.3,"planted"
"16121",2023,NA,249,32,115,"Insecticide","Asclepias tuberosa",0,"planted"
"16122",2021,NA,249,32,115,"Insecticide","Sorghastrum nutans",19,"planted"
"16123",2024,NA,249,32,115,"Insecticide","Schizachyrium scoparium",137.9,"planted"
"16124",2022,NA,249,32,115,"Insecticide","Miscellaneous litter",2.24,"weed"
"16125",2024,NA,249,32,115,"Insecticide","Solidago rigida",0,"planted"
"16126",2012,"8/28/2012",249,32,115,"Insecticide","Koeleria cristata",0.19,"planted"
"16127",2018,"8/1/2018",249,32,115,"Insecticide","32 species weeds",0,"weed"
"16128",2024,NA,249,32,115,"Insecticide","Sporobolus cryptandrus",0,"planted"
"16129",2015,"8/25/2015",249,32,115,"Insecticide","Andropogon gerardi",272.7,"planted"
"16130",2023,NA,249,32,115,"Insecticide","Agropyron smithii",0,"planted"
"16131",2013,"8/20/2013",249,32,115,"Insecticide","Schizachyrium scoparium",15.8,"planted"
"16132",2009,"8/17/2009",249,32,115,"Insecticide","Petalostemum purpureum",17.5,"planted"
"16133",2023,NA,249,32,115,"Insecticide","Calamagrostis canadensis",0,"planted"
"16134",2015,"8/25/2015",249,32,115,"Insecticide","Taraxacum officinale",0.5,"weed"
"16135",2024,NA,249,32,115,"Insecticide","Buchloe dactyloides",0,"planted"
"16136",2023,NA,249,32,115,"Insecticide","Monarda fistulosa",0,"planted"
"16137",2024,NA,249,32,115,"Insecticide","Miscellaneous litter",0,"weed"
"16138",2018,"8/1/2018",249,32,115,"Insecticide","Lespedeza capitata",0.1,"planted"
"16139",2024,NA,249,32,115,"Insecticide","Calamagrostis canadensis",0,"planted"
"16140",2010,"8/26/2010",249,32,115,"Insecticide","Andropogon gerardi",58.7,"planted"
"16141",2016,"8/1/2016",249,32,115,"Insecticide","Leersia oryzoides",0,"planted"
"16142",2009,"8/17/2009",249,32,115,"Insecticide","Crepis tectorum",0.6,"weed"
"16143",2016,"8/1/2016",249,32,115,"Insecticide","Bouteloua curtipendula",0,"planted"
"16144",2024,NA,249,32,115,"Insecticide","Quercus macrocarpa",0,"planted"
"16145",2023,NA,249,32,115,"Insecticide","32 species weeds",0,"weed"
"16146",2024,NA,249,32,115,"Insecticide","Real weeds",8.36,"weed"
"16147",2010,"8/26/2010",249,32,115,"Insecticide","Schizachyrium scoparium",83.7,"planted"
"16148",2016,"8/1/2016",249,32,115,"Insecticide","Quercus ellipsoidalis",0,"planted"
"16149",2018,"8/1/2018",249,32,115,"Insecticide","Zizia aurea",0,"planted"
"16150",2014,"8/15/2014",249,32,115,"Insecticide","Panicum virgatum",8.9,"planted"
"16151",2013,"8/20/2013",249,32,115,"Insecticide","Andropogon gerardi",99.9,"planted"
"16152",2018,"8/1/2018",249,32,115,"Insecticide","Real weeds",0,"weed"
"16153",2021,NA,249,32,115,"Insecticide","Lespedeza capitata",0.3,"planted"
"16154",2013,"8/20/2013",249,32,115,"Insecticide","Poa pratensis",92.1,"planted"
"16155",2018,"8/1/2018",249,32,115,"Insecticide","Asclepias tuberosa",0,"planted"
"16156",2016,"8/1/2016",249,32,115,"Insecticide","Solidago rigida",0,"planted"
"16157",2013,"8/20/2013",249,32,115,"Insecticide","Petalostemum purpureum",9.7,"planted"
"16158",2024,NA,249,32,115,"Insecticide","Rudbeckia serotina",0,"planted"
"16159",2016,"8/1/2016",249,32,115,"Insecticide","Sorghastrum nutans",0,"planted"
"16160",2024,NA,249,32,115,"Insecticide","Agropyron smithii",0,"planted"
"16161",2012,"8/28/2012",249,32,115,"Insecticide","Taraxacum officinale",0.06,"weed"
"16162",2022,NA,249,32,115,"Insecticide","Lupinus perennis",1.56,"planted"
"16163",2014,"8/15/2014",249,32,115,"Insecticide","Sorghastrum nutans",14.7,"planted"
"16164",2014,"8/15/2014",249,32,115,"Insecticide","Schizachyrium scoparium",37.2,"planted"
"16165",2022,NA,249,32,115,"Insecticide","Koeleria cristata",0.23,"planted"
"16166",2015,"8/25/2015",249,32,115,"Insecticide","Poa pratensis",48.9,"planted"
"16167",2009,"8/17/2009",249,32,115,"Insecticide","Verbascum thapsus",227.9,"weed"
"16168",2015,"8/25/2015",249,32,115,"Insecticide","Lupinus perennis",127.6,"planted"
"16169",2018,"8/1/2018",249,32,115,"Insecticide","Andropogon gerardi",683.5,"planted"
"16170",2016,"8/1/2016",249,32,115,"Insecticide","Rudbeckia serotina",0,"planted"
"16171",2011,"8/26/2011",249,32,115,"Insecticide","Lespedeza capitata",87.1,"planted"
"16172",2011,"8/26/2011",249,32,115,"Insecticide","Lupinus perennis",134.1,"planted"
"16173",2024,NA,249,32,115,"Insecticide","32 species weeds",0,"weed"
"16174",2012,"8/28/2012",249,32,115,"Insecticide","Bouteloua curtipendula",0.01,"planted"
"16175",2016,"8/1/2016",249,32,115,"Insecticide","Asclepias tuberosa",0,"planted"
"16176",2023,NA,249,32,115,"Insecticide","Panicum virgatum",9.74,"planted"
"16177",2024,NA,249,32,115,"Insecticide","Lespedeza capitata",0,"planted"
"16178",2018,"8/1/2018",249,32,115,"Insecticide","Leersia oryzoides",0,"planted"
"16179",2007,"10/16/2007",249,32,115,"Insecticide","Schizachyrium scoparium",41.9,"planted"
"16180",2007,"10/16/2007",249,32,115,"Insecticide","Amorpha canescens",2,"planted"
"16181",2018,"8/1/2018",249,32,115,"Insecticide","Poa pratensis",4.2,"planted"
"16182",2009,"8/17/2009",249,32,115,"Insecticide","Andropogon gerardi",48,"planted"
"16183",2018,"8/1/2018",249,32,115,"Insecticide","Petalostemum villosum",0,"planted"
"16184",2024,NA,249,32,115,"Insecticide","Poa pratensis",3.62,"planted"
"16185",2023,NA,249,32,115,"Insecticide","Vicia villosa",0,"planted"
"16186",2016,"8/1/2016",249,32,115,"Insecticide","Vicia villosa",0,"planted"
"16187",2009,"8/17/2009",249,32,115,"Insecticide","Miscellaneous litter",1.6,"weed"
"16188",2007,"10/16/2007",249,32,115,"Insecticide","Andropogon gerardi",26.1,"planted"
"16189",2016,"8/1/2016",249,32,115,"Insecticide","Quercus macrocarpa",0,"planted"
"16190",2007,"10/16/2007",249,32,115,"Insecticide","Petalostemum villosum",140,"planted"
"16191",2014,"8/15/2014",249,32,115,"Insecticide","Koeleria cristata",1,"planted"
"16192",2023,NA,249,32,115,"Insecticide","Lupinus perennis",12,"planted"
"16193",2023,NA,249,32,115,"Insecticide","Stipa spartea",0,"planted"
"16194",2016,"8/1/2016",249,32,115,"Insecticide","Bouteloua gracilis",0.05,"planted"
"16195",2016,"8/1/2016",249,32,115,"Insecticide","Baptisia leucantha",0,"planted"
"16196",2018,"8/1/2018",249,32,115,"Insecticide","Stipa spartea",0,"planted"
"16197",2018,"8/1/2018",249,32,115,"Insecticide","Solidago rigida",0,"planted"
"16198",2018,"8/1/2018",249,32,115,"Insecticide","Petalostemum purpureum",0,"planted"
"16199",2011,"8/26/2011",249,32,115,"Insecticide","Bouteloua gracilis",5.5,"planted"
"16200",2011,"8/26/2011",249,32,115,"Insecticide","Poa pratensis",93.1,"planted"
"16201",2023,NA,249,32,115,"Insecticide","Achillea millefolium (lanulosa)",0,"planted"
"16202",2021,NA,249,32,115,"Insecticide","Poa pratensis",8.4,"planted"
"16203",2014,"8/15/2014",249,32,115,"Insecticide","Polygonum convolvulus",0.2,"weed"
"16204",2023,NA,249,32,115,"Insecticide","Miscellaneous litter",0,"weed"
"16205",2011,"8/26/2011",249,32,115,"Insecticide","Andropogon gerardi",139.7,"planted"
"16206",2014,"8/15/2014",249,32,115,"Insecticide","Bouteloua gracilis",0.7,"planted"
"16207",2018,"8/1/2018",249,32,115,"Insecticide","Quercus macrocarpa",0,"planted"
"16208",2016,"8/1/2016",249,32,115,"Insecticide","Real weeds",0.38,"weed"
"16209",2014,"8/15/2014",249,32,115,"Insecticide","Panicum oligosanthes",0.09,"weed"
"16210",2018,"8/1/2018",249,32,115,"Insecticide","Solidago nemoralis",0,"planted"
"16211",2009,"8/17/2009",249,32,115,"Insecticide","Poa pratensis",30.8,"planted"
"16212",2009,"8/17/2009",249,32,115,"Insecticide","Bouteloua gracilis",5.7,"planted"
"16213",2016,"8/1/2016",249,32,115,"Insecticide","Schizachyrium scoparium",2.05,"planted"
"16214",2023,NA,249,32,115,"Insecticide","Baptisia leucantha",0,"planted"
"16215",2012,"8/28/2012",249,32,115,"Insecticide","Schizachyrium scoparium",51.6,"planted"
"16216",2007,"10/16/2007",249,32,115,"Insecticide","Bouteloua gracilis",73.2,"planted"
"16217",2018,"8/1/2018",249,32,115,"Insecticide","Vicia villosa",0,"planted"
"16218",2007,"10/16/2007",249,32,115,"Insecticide","Koeleria cristata",1.5,"planted"
"16219",2018,"8/1/2018",249,32,115,"Insecticide","Petalostemum candidum",0,"planted"
"16220",2018,"8/1/2018",249,32,115,"Insecticide","Schizachyrium scoparium",1.4,"planted"
"16221",2018,"8/1/2018",249,32,115,"Insecticide","Sorghastrum nutans",13.1,"planted"
"16222",2017,"8/1/2017",249,32,115,"Insecticide","Schizachyrium scoparium",39,"planted"
"16223",2023,NA,249,32,115,"Insecticide","Amorpha canescens",0,"planted"
"16224",2024,NA,249,32,115,"Insecticide","Solidago nemoralis",0,"planted"
"16225",2007,"10/16/2007",249,32,115,"Insecticide","Lupinus perennis",57.1,"planted"
"16226",2018,"8/1/2018",249,32,115,"Insecticide","Sporobolus cryptandrus",0,"planted"
"16227",2016,"8/1/2016",249,32,115,"Insecticide","Zizia aurea",0,"planted"
"16228",2014,"8/15/2014",249,32,115,"Insecticide","Achillea millefolium (lanulosa)",7.2,"planted"
"16229",2009,"8/17/2009",249,32,115,"Insecticide","Lupinus perennis",31.7,"planted"
"16230",2012,"8/28/2012",249,32,115,"Insecticide","Andropogon gerardi",355.8,"planted"
"16231",2012,"8/28/2012",249,32,115,"Insecticide","Achillea millefolium (lanulosa)",0.6,"planted"
"16232",2022,NA,249,32,115,"Insecticide","Achillea millefolium (lanulosa)",0.83,"planted"
"16233",2012,"8/28/2012",249,32,115,"Insecticide","Petalostemum purpureum",1.3,"planted"
"16234",2016,"8/1/2016",249,32,115,"Insecticide","Poa pratensis",3.15,"planted"
"16235",2016,"8/1/2016",249,32,115,"Insecticide","Stipa spartea",0,"planted"
"16236",2023,NA,249,32,115,"Insecticide","Andropogon gerardi",1.87,"planted"
"16237",2016,"8/1/2016",249,32,115,"Insecticide","Sporobolus cryptandrus",0,"planted"
"16238",2011,"8/26/2011",249,32,115,"Insecticide","Schizachyrium scoparium",47.5,"planted"
"16239",2016,"8/1/2016",249,32,115,"Insecticide","Petalostemum villosum",0,"planted"
"16240",2021,NA,249,32,115,"Insecticide","Lupinus perennis",61.1,"planted"
"16241",2014,"8/15/2014",249,32,115,"Insecticide","Lupinus perennis",5.2,"planted"
"16242",2022,NA,249,32,115,"Insecticide","Andropogon gerardi",249.8,"planted"
"16243",2024,NA,249,32,115,"Insecticide","Quercus ellipsoidalis",0,"planted"
"16244",2014,"8/15/2014",249,32,115,"Insecticide","Poa pratensis",43.1,"planted"
"16245",2023,NA,253,16,116,"SoilDrenchFungicide","Panicum virgatum",0,"planted"
"16246",2015,"8/25/2015",253,16,116,"SoilDrenchFungicide","Poa pratensis",51.9,"planted"
"16247",2023,NA,253,16,116,"SoilDrenchFungicide","Sorghastrum nutans",0.76,"planted"
"16248",2024,NA,253,16,116,"SoilDrenchFungicide","Miscellaneous litter",0,"weed"
"16249",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Sorghastrum nutans",4,"planted"
"16250",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Real weeds",1.67,"weed"
"16251",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",0,"planted"
"16252",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Koeleria cristata",0,"planted"
"16253",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Solidago rigida",13.5,"planted"
"16254",2024,NA,253,16,116,"SoilDrenchFungicide","Koeleria cristata",0,"planted"
"16255",2023,NA,253,16,116,"SoilDrenchFungicide","Solidago rigida",9.64,"planted"
"16256",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Koeleria cristata",0,"planted"
"16257",2015,"8/25/2015",253,16,116,"SoilDrenchFungicide","Solidago rigida",990.1,"planted"
"16258",2015,"8/25/2015",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",16.9,"planted"
"16259",2022,NA,253,16,116,"SoilDrenchFungicide","Poa pratensis",12.03,"planted"
"16260",2023,NA,253,16,116,"SoilDrenchFungicide","Real weeds",38.2,"weed"
"16261",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Liatris aspera",0,"planted"
"16262",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",40.3,"planted"
"16263",2024,NA,253,16,116,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",0,"planted"
"16264",2022,NA,253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",14.44,"planted"
"16265",2015,"8/25/2015",253,16,116,"SoilDrenchFungicide","Oxybaphus hirsutus",2,"weed"
"16266",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",8.5,"planted"
"16267",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",0,"planted"
"16268",2024,NA,253,16,116,"SoilDrenchFungicide","Asclepias tuberosa",0,"planted"
"16269",2012,"8/28/2012",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",125.4,"planted"
"16270",2021,NA,253,16,116,"SoilDrenchFungicide","Miscellaneous litter",0.3,"weed"
"16271",2021,NA,253,16,116,"SoilDrenchFungicide","Poa pratensis",4.8,"planted"
"16272",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",1.73,"planted"
"16273",2008,"10/28/2008",253,16,116,"SoilDrenchFungicide","Unsorted biomass",208.5,"weed"
"16274",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Miscellaneous litter",4.9,"weed"
"16275",2015,"8/25/2015",253,16,116,"SoilDrenchFungicide","Sorghastrum nutans",2.6,"planted"
"16276",2022,NA,253,16,116,"SoilDrenchFungicide","Miscellaneous litter",15,"weed"
"16277",2022,NA,253,16,116,"SoilDrenchFungicide","Real weeds",38.4,"weed"
"16278",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Quercus macrocarpa",0,"planted"
"16279",2022,NA,253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",1.17,"planted"
"16280",2024,NA,253,16,116,"SoilDrenchFungicide","Poa pratensis",45.7,"planted"
"16281",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Poa pratensis",7,"planted"
"16282",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Panicum virgatum",0,"planted"
"16283",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Lupinus perennis",80.7,"planted"
"16284",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Sorghastrum nutans",1.6,"planted"
"16285",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Asclepias tuberosa",0,"planted"
"16286",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Solidago rigida",6.23,"planted"
"16287",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Solidago rigida",184,"planted"
"16288",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Poa pratensis",18.3,"planted"
"16289",2023,NA,253,16,116,"SoilDrenchFungicide","Lupinus perennis",102.4,"planted"
"16290",2023,NA,253,16,116,"SoilDrenchFungicide","Lespedeza capitata",0,"planted"
"16291",2015,"8/25/2015",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",52.4,"planted"
"16292",2023,NA,253,16,116,"SoilDrenchFungicide","Quercus macrocarpa",0,"planted"
"16293",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Oxybaphus hirsutus",0.4,"weed"
"16294",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",11.77,"planted"
"16295",2021,NA,253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",62.7,"planted"
"16296",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Monarda fistulosa",0,"planted"
"16297",2021,NA,253,16,116,"SoilDrenchFungicide","Real weeds",3.6,"weed"
"16298",2011,"8/26/2011",253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",24.3,"planted"
"16299",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",242.8,"planted"
"16300",2013,"8/20/2013",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",86.9,"planted"
"16301",2012,"8/28/2012",253,16,116,"SoilDrenchFungicide","Poa pratensis",38.6,"planted"
"16302",2015,"8/25/2015",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",7.2,"planted"
"16303",2012,"8/28/2012",253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",41.5,"planted"
"16304",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",3.9,"planted"
"16305",2015,"8/25/2015",253,16,116,"SoilDrenchFungicide","Lupinus perennis",68,"planted"
"16306",2023,NA,253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",0,"planted"
"16307",2022,NA,253,16,116,"SoilDrenchFungicide","Solidago rigida",113.4,"planted"
"16308",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Panicum virgatum",2,"planted"
"16309",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Quercus macrocarpa",0,"planted"
"16310",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Miscellaneous litter",0,"weed"
"16311",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",72,"planted"
"16312",2023,NA,253,16,116,"SoilDrenchFungicide","Asclepias tuberosa",0,"planted"
"16313",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Sorghastrum nutans",0.07,"planted"
"16314",2023,NA,253,16,116,"SoilDrenchFungicide","Liatris aspera",0,"planted"
"16315",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Lupinus perennis",227.3,"planted"
"16316",2024,NA,253,16,116,"SoilDrenchFungicide","32 species weeds",0,"weed"
"16317",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Solidago rigida",0,"planted"
"16318",2013,"8/20/2013",253,16,116,"SoilDrenchFungicide","Poa pratensis",67.9,"planted"
"16319",2012,"8/28/2012",253,16,116,"SoilDrenchFungicide","Lupinus perennis",76.9,"planted"
"16320",2023,NA,253,16,116,"SoilDrenchFungicide","Poa pratensis",17.9,"planted"
"16321",2023,NA,253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",0,"planted"
"16322",2024,NA,253,16,116,"SoilDrenchFungicide","Monarda fistulosa",0,"planted"
"16323",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",17.1,"planted"
"16324",2023,NA,253,16,116,"SoilDrenchFungicide","Koeleria cristata",0.29,"planted"
"16325",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",51.2,"planted"
"16326",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",48.2,"planted"
"16327",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Sorghastrum nutans",0,"planted"
"16328",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Real weeds",2.9,"weed"
"16329",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",30.7,"planted"
"16330",2023,NA,253,16,116,"SoilDrenchFungicide","Amorpha canescens",0,"planted"
"16331",2022,NA,253,16,116,"SoilDrenchFungicide","Lupinus perennis",15.2,"planted"
"16332",2013,"8/20/2013",253,16,116,"SoilDrenchFungicide","Lupinus perennis",59.8,"planted"
"16333",2007,"10/16/2007",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",37.9,"planted"
"16334",2009,"8/17/2009",253,16,116,"SoilDrenchFungicide","Poa pratensis",6.4,"planted"
"16335",2024,NA,253,16,116,"SoilDrenchFungicide","Andropogon gerardi",64.8,"planted"
"16336",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Amorpha canescens",0,"planted"
"16337",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Agropyron smithii",0,"planted"
"16338",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Poa pratensis",81,"planted"
"16339",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",0,"planted"
"16340",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",8.9,"planted"
"16341",2012,"8/28/2012",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",6.7,"planted"
"16342",2022,NA,253,16,116,"SoilDrenchFungicide","Andropogon gerardi",90.4,"planted"
"16343",2013,"8/20/2013",253,16,116,"SoilDrenchFungicide","Panicum virgatum",17.5,"planted"
"16344",2012,"8/28/2012",253,16,116,"SoilDrenchFungicide","Oxybaphus hirsutus",2.1,"weed"
"16345",2023,NA,253,16,116,"SoilDrenchFungicide","32 species weeds",0,"weed"
"16346",2024,NA,253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",9.2,"planted"
"16347",2007,"10/16/2007",253,16,116,"SoilDrenchFungicide","Panicum virgatum",23.3,"planted"
"16348",2021,NA,253,16,116,"SoilDrenchFungicide","Lupinus perennis",91.7,"planted"
"16349",2023,NA,253,16,116,"SoilDrenchFungicide","Monarda fistulosa",0,"planted"
"16350",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Panicum virgatum",1.08,"planted"
"16351",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Poa pratensis",43.6,"planted"
"16352",2024,NA,253,16,116,"SoilDrenchFungicide","Lespedeza capitata",0,"planted"
"16353",2024,NA,253,16,116,"SoilDrenchFungicide","Lupinus perennis",46.4,"planted"
"16354",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",2.2,"planted"
"16355",2024,NA,253,16,116,"SoilDrenchFungicide","Sorghastrum nutans",0,"planted"
"16356",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","32 species weeds",0,"weed"
"16357",2023,NA,253,16,116,"SoilDrenchFungicide","Agropyron smithii",0,"planted"
"16358",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Agropyron smithii",0,"planted"
"16359",2024,NA,253,16,116,"SoilDrenchFungicide","Solidago rigida",1115.6,"planted"
"16360",2023,NA,253,16,116,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",1.56,"planted"
"16361",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Asclepias tuberosa",0,"planted"
"16362",2012,"8/28/2012",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",0.08,"planted"
"16363",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Lupinus perennis",54.6,"planted"
"16364",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",12.9,"planted"
"16365",2007,"10/16/2007",253,16,116,"SoilDrenchFungicide","Poa pratensis",1.4,"planted"
"16366",2011,"8/26/2011",253,16,116,"SoilDrenchFungicide","Poa pratensis",55.5,"planted"
"16367",2007,"10/16/2007",253,16,116,"SoilDrenchFungicide","Bouteloua gracilis",0.9,"weed"
"16368",2017,"8/1/2017",253,16,116,"SoilDrenchFungicide","Asclepias tuberosa",0.21,"planted"
"16369",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",2,"planted"
"16370",2013,"8/20/2013",253,16,116,"SoilDrenchFungicide","Miscellaneous litter",3.3,"weed"
"16371",2024,NA,253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",18.1,"planted"
"16372",2013,"8/20/2013",253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",11.6,"planted"
"16373",2017,"8/1/2017",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",33.7,"planted"
"16374",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",12.4,"planted"
"16375",2024,NA,253,16,116,"SoilDrenchFungicide","Amorpha canescens",0,"planted"
"16376",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Panicum virgatum",2.3,"planted"
"16377",2024,NA,253,16,116,"SoilDrenchFungicide","Liatris aspera",0,"planted"
"16378",2010,"8/25/2010",253,16,116,"SoilDrenchFungicide","Oxybaphus hirsutus",0.1,"weed"
"16379",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Miscellaneous litter",5.03,"weed"
