"","Species","Treatment","Year2","Year2.trend","SE","df","lower.CL","upper.CL","t.ratio","p.value","exp","Functional.group"
"270","Petalostemum candidum","Insecticide",9.07142857142857,-0.0188572972589649,0.0271678299485752,207.96855842163,-0.0724169462007756,0.0347023516828458,-0.694103919770518,0.488391643167856,"Biodiversity experiment","L"
"271","Petalostemum candidum","AllPesticides",9.07142857142857,0.00153774623010207,0.0271678299485752,207.96855842163,-0.0520219027117085,0.0550973951719127,0.0566017320121925,0.954916797652987,"Biodiversity experiment","L"
"272","Petalostemum purpureum","FoliarFungicide",9.07142857142857,-0.0383125356501558,0.017815689688648,20.27389844478,-0.0754432532295293,-0.00118181807078224,-2.15049410489947,0.0437527208065432,"Biodiversity experiment","L"
"273","Petalostemum purpureum","SoilDrenchFungicide",9.07142857142857,-0.0285119189845595,0.018332079753565,22.7155273902157,-0.0664610115496679,0.009437173580549,-1.55530192797764,0.133697645525977,"Biodiversity experiment","L"
"274","Petalostemum purpureum","Control",9.07142857142857,-0.020043972882143,0.0179691096532877,20.9780460276899,-0.0574151634716421,0.017327217707356,-1.11546833810298,0.277265365230589,"Biodiversity experiment","L"
"275","Petalostemum purpureum","Insecticide",9.07142857142857,-0.0269775087185575,0.017815689688648,20.27389844478,-0.064108226297931,0.010153208860816,-1.51425564713037,0.145396133045233,"Biodiversity experiment","L"
"276","Petalostemum purpureum","AllPesticides",9.07142857142857,-0.0362566865357701,0.0181401562069554,21.7841513669431,-0.0738986921796486,0.00138531910810826,-1.99869759235417,0.0582721072654109,"Biodiversity experiment","L"
"277","Petalostemum villosum","SoilDrenchFungicide",9.07142857142857,0.0265805731726348,0.027118499278844,101.971831059024,-0.0272090199149252,0.0803701662601948,0.980163868926595,0.329324996128485,"Biodiversity experiment","L"
"278","Petalostemum villosum","Insecticide",9.07142857142857,-0.034131926214311,0.027118499278844,101.971831059024,-0.0879215193018709,0.0196576668732489,-1.25862149904948,0.211041031966238,"Biodiversity experiment","L"
"279","Petalostemum villosum","FoliarFungicide",9.07142857142857,-0.0436880532654679,0.027118499278844,101.971831059024,-0.0974776463530278,0.010101539822092,-1.61100556547207,0.110269689397159,"Biodiversity experiment","L"
"280","Petalostemum villosum","Control",9.07142857142857,-0.0503434065782018,0.0271184992788439,101.971831059001,-0.104132999665762,0.00344618650935813,-1.85642302918571,0.0662803194129099,"Biodiversity experiment","L"
"281","Rhus glabra","Fenced",9.07142857142857,0.00996225429184443,0.0321480576438628,144.743935309972,-0.0535780275515736,0.0735025361352625,0.309886662584925,0.757092848165526,"Oldfield experiment","W"
"282","Rhus glabra","AllPesticides",9.07142857142857,0.0185128306477422,0.0278410346019117,111.978683966637,-0.0366507252780616,0.0736763865735459,0.664947654153305,0.507451133475332,"Oldfield experiment","W"
"283","Rhus glabra","Insecticide",9.07142857142857,0.0494256174640527,0.0278410346019118,111.978683966663,-0.00573793846175118,0.104589173389857,1.77527948119639,0.0785685471559093,"Oldfield experiment","W"
"284","Rhus glabra","FoliarFungicide",9.07142857142857,0.0140683542086986,0.0278410346019117,111.978683966637,-0.0410952017171051,0.0692319101345024,0.505310036421298,0.614334233065559,"Oldfield experiment","W"
"285","Rosa arkansana","SoilDrenchFungicide",9.07142857142857,0.000120375258142947,0.0319543249793578,68.3765118731804,-0.0636371305054892,0.0638778810217751,0.00376710377142087,0.997005262362886,"Oldfield experiment","W"
"286","Rosa arkansana","Insecticide",9.07142857142857,0.0166974461361243,0.0389225346229418,95.2202718878776,-0.0605712493304837,0.0939661416027323,0.428991747271322,0.668898244643783,"Oldfield experiment","W"
"287","Rosa arkansana","AllPesticides",9.07142857142857,0.0195269000805262,0.0389225346229419,95.220271887885,-0.057741795386082,0.0967955955471344,0.501686240880536,0.61704625499261,"Oldfield experiment","W"
"288","Rosa arkansana","Fenced",9.07142857142857,-0.059383529278493,0.0389225346229418,95.220271887885,-0.136652224745101,0.017885166188115,-1.52568505247063,0.130403084273521,"Oldfield experiment","W"
